Sito,Id_prodotto,Url,Nome,Tipo,Tipo_specifico,Brand,Social,Descrizione,Genere,Colore,Eccentrico,Prezzo,Immagine,Fattore_tecnico,Tecnico,Fattore_ambientale,ecologico,prediction_tecnico
sportler,10780989,https://www.sportler.com/it/p/nike-run-mobility-flash-running-pantaloni-lunghi-running-uomo-10780989?filterFarbe=Black,Run Mobility Flash Running - pantaloni lunghi running - uomo,pantaloni,pantaloni lunghi,nike,si,"Pantaloni lunghi running da uomo Run Mobility Flash Men's Running Tights di Nike leggeri, elastici e traspiranti, sono stati realizzati apposta per accompagnarti in ogni tua competizione con il massimo della prestazione.
in tessuto leggero e altamente traspirante, parzialmente elastico
tecnologia Dri-FIT per una sensazione di asciutto costante
vita elastica fasciante
cuciture piatte anti-sfregamento
grafica esclusiva lungo la gamba
taschino sul retro per piccoli oggetti, con barriera tergisudore
elementi riflettenti
zip a fondo gamba asimmetriche
vestibilità Slim Fit",uomo,nero,no,31.2,img_10780989.jpg,,si,,no,si
sportler,10845582,https://www.sportler.com/it/p/salomon-supercross-gtx-scarpe-trail-running-uomo-10845582?filterFarbe=Green,Supercross GTX - scarpe trail running - uomo,scarpe,scarpe,salomon,no,"Scarpe trail running da uomo Supercross GTX di Salomon dalla presa aggressiva e la stabilità ottimale. Con la Supercross correre è sempre divertente, sia che si tratti di allenamenti casuali nel parco o di percorsi impegnativi in montagna.
tomaia in tessuto misto sintetico resistente
membrana in GORE-TEX® Extended Comfort impermeabile
suola in gomma molto resistente all'abrasione
tallone e punta rinforzati a protezione
soletta confortevole Ortholite®
suola Contagrip con profilo Trail antiscivolo e flessibile",uomo,verde,si,91,img_10845582.jpg,,si,,no,si
decathlon,8518380,https://www.decathlon.it/scarpe-atletica-at-jump-id_8518380.html,scarpe chiodate atletica at jump azzurro-giallo,scarpe,atletica,kalenji,no,"la nostra equipe di appassionati di atletica ha ideato queste scarpe da salto per accompagnarti in allenamento e in gara.ti stai specializzando nell'atletica e cerchi delle scarpe ideate per i salti? scopri le at jump, ideate dalla nostra equipe per i praticanti di salto (in lungo, triplo) e di salto con l'asta.i vantaggi
presa
scarpe ideate per evitare che il piede scivoli al momento dello slancio.
rilancio
suola rigida per garantire il massimo dinamismo.
sostegno
sostegno ideale grazie alla tomaia e al velcro studiati per salti controllati.
ammortizzamento
la suola in schiuma eva limita gli impatti dei salti frequenti.
calzata confortevole
scarpe ideate con più schiuma, per ancora più comfort durante l'attività .informazioni tecniche
delle scarpe ideate appositamente per i salti
sei un atleta di livello intermedio e vuoi specializzarti nei salti? abbiamo ideato per voi queste scarpe adatte per il salto in lungo, il salto triplo e il salto con l'asta. ã¢â‚¬å“delle scarpe dinamiche, che rassicurano quando si è al picco della velocità  durante la rincorsa"" promette mehdi, responsabile prodotto kalenji e appassionato di atletica fin dall'infanzia.
un ottimo sostegno
il salto è una disciplina esplosiva, con carichi importanti. per questo abbiamo realizzato queste scarpe prestando particolare attenzione alla questione del sostegno. ã¢â‚¬å“con la fascia in velcro, il piede non scivola nelle scarpe al momento dell'impulsoã¢â‚¬ï¿½ spiega mehdi, responsabile prodotto kalenji. ã¢â‚¬å“dopo i test d'uso, abbiamo aggiunto un ultimo foro per i lacci, per offrire ancora più sostegnoã¢â‚¬ï¿½ aggiunge.
delle scarpe testate ed approvate da atleti
prima di proporvi queste scarpe, le abbiamo fatte testare da un gruppo di atleti di livello principiante e intermedio, su diverse discipline di salto (in lungo, triplo e con l'asta). ã¢â‚¬å“sostegno e comfort sono gli elementi emersi maggiormente dai testã¢â‚¬ï¿½ afferma driss, ingegnere collaudatore kalenji. ã¢â‚¬å“in particolare per i praticanti di salto con l'asta, per i quali queste scarpe sono particolarmente adatte al tipo di corsaã¢â‚¬ï¿½.
vedi altri",unisex,azzurro,si,60.39,img_8518380.jpg,intermedio,si,,no,si
nencini,367594,https://www.nencinisport.it/it/nike-wmns-icnclsh-top-ss-367594.html,Nike Wmns Icnclsh Top Ss,maglia,maglia,nike,si,"TOP TRASPIRANTE CON DETTAGLI ISPIRATI ALLA TRADIZIONE.
Realizzato in tessuto traspirante con tecnologia Dri-FIT, il top Nike Icon Clash offre un comfort leggero su qualsiasi distanza.

CIRCOLAZIONE DELL'ARIA IDEALE
Tessuto Nike Breathe per pelle fresca e asciutta. Inserto anteriore e posteriore in mesh per lasciar circolare l'aria fresca e fuoriuscire il calore.

COPERTURA REGOLABILE
Il laccetto elastico sul bordo ti consente di regolare il fit. Il bordo posteriore allungato assicura maggiore copertura dove serve di più durante la corsa.

ALTRI VANTAGGI
Questo capo fa parte della collezione Icon Clash, che combina modelli ad alte prestazioni e dettagli che richiamano la tradizione Nike.
Tecnologia Dri-FIT per pelle asciutta, comfort e massima concentrazione.

DETTAGLI PRODOTTO
Standard fit per un comfort rilassato
Grafica per metà serigrafata e per metà rifrangente sul davanti
Logo Swoosh rifrangente sul petto
85% poliestere/15% cotone
Lavabile in lavatrice
Prodotto importato
Il prodotto non è da intendersi come dispositivo di protezione individuale (DPI)
RIDUCI",donna,rosa,si,32,img_367594.jpg,,no,,no,no
sportler,10588566,https://www.sportler.com/it/p/gore-wear-gore-windstopper-classic-giacca-antivento-uomo-10588566?filterFarbe=Black,GORE WINDSTOPPER Classic - giacca antivento - uomo,maglia,giacca,gore wear,no,"GORE WINDSTOPPER della collezione C3 di GORE Wear concepita per il ciclismo attivo su strada e MTB e sviluppata con specifiche caratteristiche che incrementano la versatilità e la funzionalità. Nelle giornate fredde e asciutte, stare al caldo evitando di sudare è la chiave per un'ottima giornata di bici. Questa giacca GORE WINDSTOPPER si presta benissimo anche per attività sportive come il running e il trailrunning.
chiusura a zip frontale a tutta lunghezza
tasca al petto
parte posteriore allungata",uomo,nero,no,119.2,img_10588566.jpg,,si,,no,si
sportler,10583064,https://www.sportler.com/it/p/on-cloud-x-w-scarpe-running-neutre-donna-10583064?filterFarbe=Beige%2FRose,Cloud X W - scarpe running neutre - donna,scarpe,scarpe,on cloud,no,"Gravità zero: se vuoi ""stare leggera"" durante la corsa o altri tipi di allenamento, prova le nuove Cloud X di On! Queste scarpe running neutre da donna sono ultraleggere e costruite per regalarti atterraggi morbidi e uno stacco esplosivo. Ideali per la corsa ma anche per il fitness training, sono ben ammortizzate con suola CloudTec, e super comode grazie al calzino adattabile, novità rispetto al modello standard delle Cloud.
tomaia lavorata a maglia
tallone rinforzato
collarino imbottito che mantiene il tallone stabile
la schiuma Zero Gravity Foam favorisce la prestazione migliorando l'ammortizzazione CloudTec
tomaia traspirante in mesh ingegnerizzato
lacci elastici performanti per una calzata rapida
calzino adattabile che garatisce un comfort eccezionale
elementi riflettenti per una maggiore visibilità in condizioni di luce scarsa
sottopiede a doppia bidensità e linguetta senza cuciture
cuscinetti antiabrasione resistenti e con buona tenuta per runner che alternano più tipologie di allenamenti
suola Cloudtec che assorbe efficacemente gli urti multidirezionali assicurando stabilità",donna,beige,no,120,img_10583064.jpg,suola CloudTec,si,,no,si
sportler,10772257,https://www.sportler.com/it/p/adidas-solar-drive-m-scarpe-running-neutre-uomo-10772257?filterFarbe=black,Solar Drive M - scarpe running neutre - uomo,scarpe,scarpe,adidas,si,"Scarpe running neutre da uomo Solar Drive M di Adidas specifiche per lunghe distanze, reattive e ammortizzate con un'ottimo ritorno di energia.
tecnologia Boost nell'intersuola ammortizzante e reattiva
tecnologia Solar Propulsion Rail sostenitiva
suola in gomma Stretchweb flessibile e reattiva
tomaia in mesh altamente traspirante
controtallone fitcounter stabilizzante supportivo al tendine d'Achille
tecnologia stabilizzante Torsion System
linguetta imbottita
dettagli riflettenti
calzata regolare",uomo,nero,no,59.57,img_10772257.jpg,,si,,no,si
sportler,10898280,https://www.sportler.com/it/p/nike-dri-fit-full-zip-training-hoodie-giacca-running-uomo-10898280?filterFarbe=Black,Dri-FIT Full-Zip Training Hoodie - giacca running - uomo,maglia,giacca,nike,si,"Giacca running da uomo Dri-FIT Full-Zip Full-Zip Training Hoodie di Nike con cappuccio, per uno strato di calore aggiuntivo durante gli allenamenti delle giornate più fresche, traspirante e confortevole.
morbido tessuto fleece caldo e confortevole
tecnologia Dri-FIT per una sensazione di asciutto costante
cappuccio protettivo regolabile con laccetto
collo alto protettivo
zip frontale integrale
cuciture delle spalle avanzate per maggiore comfort
polsini elastici
tasche frontali per piccoli oggetti
vestibilità Regular Fit",uomo,nero,no,54.99,img_10898280.jpg,,si,,no,si
df sport specialist,98349729,https://www.df-sportspecialist.it/asics-short-2in-1-7-m/,pantaloncino uomo 2-n-1 7in,pantaloni,pantaloni corti,asics,si,"Ogni passo è facile con questi pantaloncini da corsa da uomo. Una vestibilità regolare e i 7 pollici di lunghezza al cavallo creano grande comfort,  mentre il tessuto in rete della mutandina interna offre sostegno e due tasche interne custodiscono tutti i tuoi effetti personali essenziali per la corsa e gli oggetti più piccoli. Il tessuto ASICS ad asciugatura rapida offre una traspirabilità e un comfort eccezionale per mantenere una sensazione di fresco e comfort mentre macini chilometri e cerchi di superare il tuo record. , Un cordino integrato regolabile per un comfort ottimale e la barra riflettente sulla parte posteriore della gamba,  e il logo a spirale ASICS garantiscono una visibilità a 360° quando corri di sera. , Materiale tessuto,  101 g,  poliestere,  100%,  rete,  104 g,  poliestere 91%,  elastan,  9%, Vestibilità normale, 7 pollici al cavallo, Sprinter interno in rete, Tasca laminata per custodire in sicurezza i tuoi media, Tasca per carte sulla sinistra, Cordino integrato, Logo ASICS riflettente, Barra riflettente sul retro per una visibilità a 360Â°, Tecnologia D1 tessuto ad asciugatura rapida per un comfort eccezionale, UTILIZZO, Running, TIPOLOGIA, Abbigliamento, SPORT, Running, TIPOLOGIA, Pantaloncini, CF 2011A239-0773,",uomo,grigio,no,35,img_img98349729.jpg,,si,,no,si
df sport specialist,98374644,https://www.df-sportspecialist.it/asics-scarpe-gel-contend-5-w-1012a234-402/,scarpe gel contend 5 w,scarpe,scarpe,asics,si,"Raggiungi nuovi traguardi con la scarpa da corsa ASICS GEL-CONTEND 5 da donna. Creata per offrire la stabilità necessaria per reggere fino alla fine,  questa scarpa propone un sostegno alla calzabilità grazie alla conchiglia del tallone interna. Una soletta rimovibile, "" il GEL nella zona del tallone e lintersuola AmpliFoam sono le caratteristiche che assicurano ammortizzazione ad ogni passo."", La solida suola in gomma e il puntale rinforzato di queste scarpe da corsa da donna assicurano una lunga durata, "" mentre la rete traspirante per l'atletica mantiene il piede fresco più a lungo"",  per fare in modo che tu possa cogliere nuove sfide., Con il nostro classico logo sul lato,  la GEL-CONTEND 5 è elegante e funzionale. Con la GEL-CONTEND 5 puoi avere la sicurezza che ti darà comfort e protezione in ogni fase della tua corsa., Peso 300 g, UTILIZZO:, Running, UTILIZZO:, Fitness, UTILIZZO:, Asfalto, TIPOLOGIA:, Neutre, TIPOLOGIA:, Jogging, UTILIZZO:, Palestra, CF: 1012A234-402""",donna,blu,no,49.9,img_img98374644.jpg,,si,,no,si
sportler,10840922,https://www.sportler.com/it/p/under-armour-streaker-2.0-shift-maglia-running-donna-10840922?filterFarbe=Black,Streaker 2.0 Shift - maglia running - donna,maglia,maglia,under armour,si,"Maglia running da donna Streaker 2.0 Shift di Under Armour aderente senza costringere, leggera e traspirante, perfetta per le sessioni di corsa ad alta intesità oppure di lunga durata.
tessuto UA Microthread a rapida asciugatura e traspirante, anti-irritazione
struttura di ventilazione integrata
girocollo
spacchetto centrale di apertura sul retro
maniche raglan per maggiore mobilità
elementi riflettenti
orlo con taglio arrotondato femminile
vestibilità Slim Fit",donna,rosso,si,40,img_10840922.jpg,,no,,no,si
df sport specialist,98397627,https://www.df-sportspecialist.it/diadora-scarpe-eagle-w-101175622-c1070/,scarpe eagle w,scarpe,scarpe,diadora,no,"Scarpe donna con suola in gomma e tomaia leggera e traspirante., UTILIZZO:, Running, UTILIZZO:, Fitness, UTILIZZO:, Asfalto, TIPOLOGIA:, Jogging, UTILIZZO:, Palestra, CF: 101.175622-C1070""",donna,bianco,no,29.9,img_img98397627.jpg,,no,,no,no
df sport specialist,98374320,https://www.df-sportspecialist.it/nike-t-shirt-miler-graphic-m/,t-shirt uomo miler graphic,maglia,maglia,nike,si,"La maglia Nike Dri-FIT offre leggerezza,  comfort a maniche corte e tecnologia traspirante., La tecnologia Dri-FIT allontana il sudore per mantenere la pelle asciutta e assicurare il massimo comfort., Standard fit che segue la forma del corpo e offre una maggiore ampiezza per poter indossare più strati., Dettagli con design rifrangente, Spacchetti laterali, Bordo posteriore allungato., Tessuto 100% poliestere, UTILIZZO, Running, TIPOLOGIA, Abbigliamento, TIPOLOGIA, T-shirt, CF BV5397-010",uomo,nero,no,21,img_img98374320.jpg,,no,,no,no
nencini,387427,https://www.nencinisport.it/it/booster-visiera-387427.html,Booster Visiera,altro,cappello,booster,no,"La visiera evo BV SPORT bianco è stata progettata specificamente per gli sport all'aperto. 
Leggera, traspirante e confortevole, si distingue soprattutto per l'ampia visiera che protegge adeguatamente gli occhi e il viso dai raggi UV o dalla luce eccessiva. 
Il tessuto interno sulla fronte assorbe il sudore e quindi evita qualsiasi disagio durante l'allenamento e le competizioni. 
Mentre la parte posteriore elastica permette di avere una visiera che si adatta sempre bene, si adatta a tutti i tipi di testa e garantisce una vestibilità ottimale durante le sessioni sportive. 
Questa visiera leggera e ventilata è l'accessorio indispensabile da abbinare ai tuoi outfit sportivi per le tue sessioni di trail, running, hiking, ciclismo, outdoor fitness.
100% poliestere.
  RIDUCI",donna,bianco,no,24,img_387427.jpg,,no,,no,no
df sport specialist,98368093,https://www.df-sportspecialist.it/booster-calze-corte-scr-one-evo-006-neroverde/,calze corte scr one evo,altro,calzini,booster,no,"La calza corta SCR ONE EVO è ultra leggera e dotata di una maglia areata AIRGON,  dispone di un plantare anatomico rafforzato,  di rinforzi a livello del tallone e della punta del piede e di una cucitura piatta., La calza corta SCR ONE EVO è ultra leggera e dotata di una maglia alleggerita e areata AIRGON,  nella parte superiore del piede,  per una migliore traspirazione durante le sessioni sportive e per una asciugaturaultra rapida., La pianta del piede è anatomica e rinforzata per procurare una sensazione di confort e di sostegno all'aponeurosi plantare., Il tallone e la punta sono rinforzati permettendo coì un migliore ammortizzamento,   limitando possibili surriscaldamenti e prevenendo la formazione di vesciche.  La cucitura piatta a livello della punta del piede dona un confort supplementare a questa calza., La SCR ONE EVO è dotata di una struttura asimmetrica (piede destro e piede sinistro) per un rispetto anatomico e massima confortevolezza. , UTILIZZO, Running, UTILIZZO, Fitness, TIPOLOGIA, Calze, TIPOLOGIA, Abbigliamento, TIPOLOGIA, Calze e gambali, CF 208",unisex,nero,no,9.9,img_img98368093.jpg,,si,,no,si
